placeID,latitude,longitude
949,37.30350392,127.5813914
950,37.21488363,127.5317723
951,37.29310198,127.6670928
952,37.22282545,127.6076585
953,37.16459716,127.6911044
954,37.28876063,127.6998003
955,37.29310198,127.6670928
956,37.34854762,127.7165334
957,37.2567186,127.6530213
958,37.4031989,127.5488883
959,37.3129937,127.6451354
960,37.21445,127.5803428
961,37.1771799,127.6340523
962,37.2998605,127.6327526
963,37.3186337,127.6485001
964,37.5051241,126.8157085
965,37.49038125,126.7853557
966,37.50244421,126.7452471
967,37.50060486,126.7637176
968,37.50512683,126.8157178
969,37.49193055,126.7825991
970,37.51218012,126.7898575
971,37.51705422,126.7931922
972,,37.51647011
973,,37.50867185
974,37.5025683,126.7990308
975,37.50729207,126.8192658
976,37.47555895,126.7817081
977,37.48863293,126.770656
978,37.52834699,126.7960282
979,37.48250546,126.7665646
980,37.5025683,126.7990308
981,37.5025683,126.7990308
982,37.50867185,126.7437361
983,37.49466039,126.754364
984,37.51374313,126.8017552
985,37.5025683,126.7990308
986,37.52190113,126.7676616
987,37.50867185,126.7437361
988,37.4998691,126.7442661
989,37.4998691,126.7442661
990,37.51315207,126.7452298
991,37.49122425,126.7936393
992,37.50867185,126.7437361
993,37.51315207,126.7452298
994,37.50967551,126.7937483
995,37.5129546,126.8221248
996,37.5034229,126.761971
997,37.5030369,126.7810736
998,37.5237017,126.8096553
999,37.5268941,126.8059591
1000,37.5145636,126.8139092
1001,37.5197576,126.7899604
1002,37.5015506,127.471312
1003,37.53362111,127.3174769
1004,37.54616334,127.5821639
1005,,
1006,,
1007,,
1008,,
1009,,
1010,37.54824082,127.5247213
1011,,
1012,,
1013,,
1014,,
1015,,
1016,37.47444991,127.6388498
1017,37.52187481,127.4582184
1018,37.55273232,127.7031294
1019,37.54502301,127.5829395
1020,37.52914715,127.4970687
1021,37.52914715,127.4970687
1022,37.52914715,127.4970687
1023,37.52914715,127.4970687
1024,37.58323039,127.4585126
1025,,
1026,,
1027,37.6392176,127.6330451
1028,37.4993354,127.5790577
1029,,
1030,37.5017152,127.4713536
1031,37.54094097,127.3239566
1032,37.55685463,127.5093521
1033,37.59613913,127.5752068
1034,37.60412999,127.3532978
1035,37.56631661,127.4301566
1036,37.54575241,127.328847
1037,37.52914715,127.4970687
1038,37.50775552,127.6057921
1039,37.51604878,127.5194181
1040,,
1041,,
1042,,
1043,37.63956284,127.6024925
1044,37.53994165,127.6167763
1045,37.40656667,127.7542707
1046,37.43522065,127.5301584
1047,37.50030158,127.4785722
1048,37.49667459,127.4123923
1049,,37.55023603
1050,,37.58323039
1051,,37.53054867
1052,,37.51195766
1053,,37.54094097
1054,,37.59488309
1055,37.49370807,127.4609265
1056,37.50612728,127.436447
1057,37.49747241,127.4860283
1058,37.50544079,127.4338
1059,37.39488395,127.73733
1060,37.54760614,127.5812485
1061,37.59488309,127.377886
1062,,
1063,37.62136229,127.3521081
1064,37.54046476,127.3132041
1065,37.54457465,127.5853998
1066,37.51542129,127.6288192
1067,37.46204507,127.608057
1068,37.51195766,127.6388839
